onet_code,Title,Job Family,pc1,pc2,xi,chi,xi_unw,chi_unw,x_w,y_w,x_unw,y_unw,shift_xy,shift_chi,chi_wm,r,rt,rle_mean,sector,zone,sector_zone,n_core,n_supp,tightness,z,n_tasks,z_p,z_subset,z_units,tight_med,tight_std
23-1011.00,Lawyers,Legal,-0.17563047,0.031540062,0.2943587807598725,0.39060933665761893,2.963760149406325,0.38827073867609857,-0.3836076243824129,0.07362638385651303,-0.38214748675250204,0.06868380362814434,0.005153746327880604,0.0023385979815202518,0.43604148368002316,0.3906093366576188,1262.27,10.7719,1,Z2,01-Z2,15,7,0.21270738989367757,0.27182187407595315,22,0.8,all,chi,0.2200733180214448,0.07981634008000095
23-1012.00,Judicial Law Clerks,Legal,-0.16115156,-0.025721878,6.231528274191117,0.35337059770443235,3.3003817635708774,0.35474035445146773,-0.34905804029460635,-0.055038748420332684,-0.35027753504740355,-0.056092490740454234,0.0016116886576864203,-0.0013697567470354888,0.37570320207102265,0.35337059770443224,931.32,10.156515651565156,35,Z2,35-Z2,10,8,0.24028808896009782,0.3614621852895042,18,0.8,all,chi,0.22686767407495512,0.1351543148884572
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Legal,-0.15168236,0.03317763,0.35337870507723657,0.3488188864644672,2.925138546436576,0.3376081633568179,-0.33809154245562273,0.08584127488736758,-0.3297301212339677,0.07250737284026222,0.0157386882759569,0.011210723107649145,0.39739597973449514,0.34881888646446707,998.59,8.414200000000001,2,Z2,02-Z2,12,2,0.22985165186951823,0.2940022945600567,14,0.8,all,chi,0.22317222608631818,0.07947306385729148
23-1022.00,"Arbitrators, Mediators, and Conciliators",Legal,-0.1282541,0.0076650707,0.1673197701648686,0.28168217696698145,3.0807155811112716,0.2789970336715865,-0.2811306731772027,0.017617985690498817,-0.2784802093066442,0.016974033759599213,0.0027275690309220965,0.0026851432953948207,0.33939209779103596,0.28168217696698133,1350.0,8.0528,0,Z1,00-Z1,15,5,0.21499050853980725,0.337154331253412,20,0.8,all,chi,0.20735368559636855,0.1222545235093562
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Legal,-0.12661345,-0.045688074,6.070284411099991,0.29283977409766837,3.487700112756924,0.2921185107436667,-0.2781910393262517,-0.09145971207123539,-0.2747959813761179,-0.09909789573262369,0.008358724073078746,0.0007212633540016333,0.3228141379004572,0.2928397740976683,1374.18,10.831216878312167,34,Z1,34-Z1,15,6,0.18354156643796687,0.27951439608069223,21,0.8,all,chi,0.1835688765136733,0.08767460916058198
23-2011.00,Paralegals and Legal Assistants,Legal,-0.13947798,0.0063580447,0.12476752763265948,0.29602922700092077,3.0947285836033376,0.3036079641795427,-0.2959698203302762,0.005930319757544357,-0.30327462705574876,0.014223097322418712,0.011051260608500403,-0.007578737178621953,0.3687569918957895,0.29602922700092077,499.79,5.5318,0,Z1,00-Z1,6,6,0.25561198252801537,0.34155531003686784,12,0.8,all,chi,0.24510756877830187,0.1455230431021515
23-2093.00,"Title Examiners, Abstractors, and Searchers",Legal,-0.03039544,0.051671363,1.1342189213608032,0.1323401000919896,2.1034095857005566,0.12984818911341223,-0.06818952746925841,0.11341997370779573,-0.06593513809827223,0.1118620122293276,0.0027403495040607675,0.002491910978577372,0.22021215625259757,0.1323401000919896,929.93,3.0504,6,Z1,06-Z1,11,5,0.1715815888384273,0.22668254817366287,16,0.8,all,chi,0.17086281614787036,0.06671520324557911
25-1011.00,"Business Teachers, Postsecondary",Educational Instruction and Library,-0.2328764,-0.13304633,5.854502745705767,0.5855340047228272,3.660706615774918,0.5849979842519242,-0.5041888146757049,-0.2977309353135131,-0.5079298195440969,-0.2902239480069067,0.008387489245708871,0.0005360204709028427,0.6303753065267522,0.585534004722827,1692.66,10.082891710828918,33,Z2,33-Z2,19,6,0.2760197269294411,0.37095797274331604,25,0.8,all,chi,0.23691279164633552,0.15775668925335665
25-1021.00,"Computer Science Teachers, Postsecondary",Educational Instruction and Library,-0.22866163,-0.14867005,5.817913578571859,0.5934846721918574,3.7182051285434676,0.5949015059904836,-0.49965371330695285,-0.3202658628471814,-0.4987144347091541,-0.32433272181892825,0.004173917366259264,-0.001416833798626449,0.6290413958368493,0.5934846721918572,1456.6200000000001,9.0295,33,Z2,33-Z2,16,10,0.3017779538005788,0.3500020141924954,26,0.8,all,chi,0.25581581559629457,0.15963176050889283
25-1022.00,"Mathematical Science Teachers, Postsecondary",Educational Instruction and Library,-0.21705422,-0.1452318,5.798811310267167,0.5676673131872477,3.731412766315988,0.56957005739581,-0.4719796148711878,-0.3154067558047449,-0.4733359264927046,-0.3168014377700316,0.001945435426571024,-0.0019027442085624013,0.610151860788186,0.5676673131872476,1214.46,9.3253,33,Z2,33-Z2,13,10,0.2778799578736868,0.3591517596867016,23,0.8,all,chi,0.24275712972460484,0.12475618986549183
25-1031.00,"Architecture Teachers, Postsecondary",Educational Instruction and Library,-0.23155804,-0.1222883,5.887081475336443,0.5703826383876238,3.627685356569099,0.5711780763731669,-0.5003287625574627,-0.2738749414089298,-0.5050156603527514,-0.2668399852492607,0.008453260856731417,-0.000795437985543157,0.6238816441497766,0.5703826383876237,1731.21,9.165916591659165,33,Z2,33-Z2,19,3,0.31254011929051245,0.38312872060583486,22,0.8,all,chi,0.2845159381326653,0.14000235274842526
25-1032.00,"Engineering Teachers, Postsecondary",Educational Instruction and Library,-0.21772936,-0.1140464,5.899915708810248,0.5392172988220021,3.6239584945610632,0.5360703900978873,-0.47627499491381875,-0.25281895611037175,-0.4749047292973021,-0.24867038671855823,0.0043690108558459475,0.0031469087241147164,0.5984659756416607,0.539217298822002,1703.87,10.600179964007198,33,Z2,33-Z2,18,6,0.3233707587582338,0.42982446151227777,24,0.8,all,chi,0.29970379621168286,0.14149102465312938
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Educational Instruction and Library,-0.23321737,-0.1095581,5.931499737751122,0.566759389675608,3.5809063055977624,0.5620227102237083,-0.5087439624493872,-0.24979148595731604,-0.5086551652957094,-0.23903859442608208,0.010753258167503667,0.004736679451899595,0.6315245289905245,0.5667593896756079,1962.03,10.6775,33,Z2,33-Z2,22,1,0.30204963065858725,0.37128408294658505,23,0.8,all,chi,0.2685779316327952,0.1350083513645602
25-1042.00,"Biological Science Teachers, Postsecondary",Educational Instruction and Library,-0.203412,-0.104803756,5.9003267662122685,0.5065449693172666,3.617516312460696,0.49904330558293425,-0.44751406261235965,-0.23731618087440107,-0.4435845819230055,-0.22864150875843683,0.009523169367783748,0.007501663734332198,0.5917751772434048,0.5065449693172664,2050.87,10.945605439456054,33,Z2,33-Z2,22,5,0.32118159487533837,0.41689372745936504,27,0.8,all,chi,0.29212608019017283,0.18066521799551521
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Educational Instruction and Library,-0.24130262,-0.107997224,5.953811070228304,0.5805600228120276,3.5626170576663885,0.5766770608108669,-0.5267106270678128,-0.24418406053903946,-0.5263162854916859,-0.2356853837039846,0.00850782070952136,0.0038829620011605614,0.638001226713082,0.5805600228120275,1945.45,10.767599999999998,34,Z2,34-Z2,21,4,0.29962141075031723,0.3940332896621214,25,0.8,all,chi,0.23248306356815926,0.13636985403572893
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Educational Instruction and Library,-0.22434275,-0.12885536,5.867270285268245,0.5658620128055073,3.6631389344893726,0.5641899132244904,-0.4908835183445313,-0.2814839053196365,-0.4891807662312346,-0.28109150846953784,0.00174738091076441,0.0016720995810166617,0.6081197529067063,0.5658620128055071,1329.78,9.4993,33,Z2,33-Z2,14,12,0.313552685997124,0.4052215332488935,26,0.8,all,chi,0.27450958074593534,0.15697519424234382
25-1052.00,"Chemistry Teachers, Postsecondary",Educational Instruction and Library,-0.21233284,-0.10708885,5.92025834823258,0.5246016176112576,3.6088173495591755,0.5186516203056384,-0.4682727722013877,-0.23648988987940964,-0.4630634473586283,-0.23360596517642052,0.0059543334647885575,0.00594999730561907,0.582702007296958,0.5246016176112575,2152.21,9.898800000000001,33,Z2,33-Z2,23,5,0.3011294214040136,0.39900654722989937,28,0.8,all,chi,0.2712962901449971,0.15609303469341598
25-1053.00,"Environmental Science Teachers, Postsecondary",Educational Instruction and Library,-0.23370391,-0.10530908,5.950214265607462,0.5644655424780334,3.5651343039342103,0.5590600028071111,-0.5112517327538928,-0.23925512408548857,-0.509660942050726,-0.2297690381375473,0.00961854675473437,0.005405539670922166,0.6219914357658584,0.5644655424780333,1963.94,10.7649,34,Z2,34-Z2,21,4,0.3031918205975378,0.3828404311635273,25,0.8,all,chi,0.2685717325216198,0.13014167407017746
25-1054.00,"Physics Teachers, Postsecondary",Educational Instruction and Library,-0.20877874,-0.123006836,5.856986439220962,0.5328687389606572,3.674088346054593,0.5285894491840569,-0.4595116053982416,-0.26981137386302245,-0.4554023966165392,-0.2683569692492019,0.004359000985584046,0.0042792897766001925,0.6090202669475769,0.5328687389606571,1734.99,10.4483,33,Z2,33-Z2,19,5,0.32868691623294094,0.4038574679286759,24,0.8,all,chi,0.26938335750132897,0.1791409407128892
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Educational Instruction and Library,-0.24274662,-0.1103303,5.965709227034759,0.5777484472528001,3.5683692391099617,0.5816702159103171,-0.5270139376662256,-0.23674792038909415,-0.5294971735488274,-0.24077579463259563,0.004731831714051523,-0.003921768657517255,0.6387409402468306,0.5777484472527998,2404.52,10.09069093090691,34,Z2,34-Z2,25,2,0.29486000817097674,0.3908931842534934,27,0.8,all,chi,0.2382526563170002,0.14935605518751077
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Educational Instruction and Library,-0.24116899,-0.12976694,5.8877949282638395,0.5958930962149177,3.635382158520902,0.5974523797516524,-0.5229100521897501,-0.2857510445046767,-0.52608256367367,-0.28317217778138387,0.004088445021290006,-0.0015592835367349567,0.6471660018478809,0.5958930962149175,1978.34,10.018999999999998,33,Z2,33-Z2,22,1,0.292266906269698,0.39187625212385463,23,0.8,all,chi,0.26252486426643923,0.1565472240299221
25-1063.00,"Economics Teachers, Postsecondary",Educational Instruction and Library,-0.23205636,-0.125304,5.885287454632875,0.5777715819615586,3.6368554557015074,0.5752584617575871,-0.5063116852189475,-0.2783315977985814,-0.5061376140595307,-0.27339900046969945,0.004935667855258715,0.0025131202039714307,0.6341427784179434,0.5777715819615585,1756.43,10.4778,33,Z2,33-Z2,19,3,0.3034611287923836,0.3966534500299926,22,0.8,all,chi,0.26551259704186325,0.1472035008198933
25-1064.00,"Geography Teachers, Postsecondary",Educational Instruction and Library,-0.2266542,-0.10086023,5.9578576418006195,0.5466059904294274,3.56054998820889,0.5411015916993112,-0.49683223078972866,-0.2278943685610436,-0.4943036638704679,-0.22012455661229513,0.008170901320178454,0.005504398730115989,0.6229530404831165,0.5466059904294271,1817.15,10.5242,34,Z2,34-Z2,19,6,0.32458301036425724,0.42526131188549304,25,0.8,all,chi,0.3142530720718971,0.15383607024811002
25-1065.00,"Political Science Teachers, Postsecondary",Educational Instruction and Library,-0.24035308,-0.14478207,5.846414914299997,0.6102888824313859,3.6838375150143294,0.6121710538096347,-0.5229776645929631,-0.3145582336487793,-0.5243565590949806,-0.31591707465167307,0.001935923272973224,-0.0018821713782488647,0.6581663880668612,0.6102888824313858,1789.8899999999999,10.8962,33,Z2,33-Z2,19,3,0.292907002126101,0.3889487961784625,22,0.8,all,chi,0.269197984057035,0.1692958863803976
25-1066.00,"Psychology Teachers, Postsecondary",Educational Instruction and Library,-0.23758495,-0.12611838,5.8980636338638925,0.5836813032946684,3.629761032886753,0.5867577400983478,-0.5150410252161989,-0.2746208407240961,-0.5182205553614485,-0.275194661224,0.0032308949086377143,-0.0030764368036795275,0.6365155107719258,0.5836813032946683,1913.33,10.863913608639137,33,Z2,33-Z2,21,8,0.2737069113432653,0.3886566052231844,29,0.8,all,chi,0.2301730058000039,0.14919677177402305
25-1067.00,"Sociology Teachers, Postsecondary",Educational Instruction and Library,-0.23312914,-0.11783741,5.910885713432138,0.5709564736853605,3.6097318278343957,0.5697321378866341,-0.5072155572992482,-0.2621520041442267,-0.5084343646532835,-0.25707820946258086,0.005218130300955315,0.0012243357987261616,0.6235583753506256,0.5709564736853603,1843.0,10.3052,33,Z2,33-Z2,20,4,0.28682246121010146,0.37234024814829486,24,0.8,all,chi,0.2377730194831525,0.14503014469122216
25-1071.00,"Health Specialties Teachers, Postsecondary",Educational Instruction and Library,-0.2352226,-0.13756329,5.851939516017246,0.5970468870050224,3.670876042431459,0.5944356806450937,-0.5133224261371193,-0.3049017417252475,-0.5130985232268565,-0.3001394407378259,0.004767561557863809,0.0026112063599286195,0.6453313796575706,0.5970468870050223,1517.62,8.97910208979102,33,Z2,33-Z2,17,5,0.2692755751821328,0.34940954274960095,22,0.8,all,chi,0.2470695490127773,0.11968048332541906
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Educational Instruction and Library,-0.23698807,-0.13590652,5.864775352435181,0.5985102951388854,3.6623218622776714,0.5958942778200815,-0.5184613827574315,-0.2990190093898507,-0.5169124359167351,-0.2964650467312188,0.0029869652788389474,0.002616017318803676,0.636571387928526,0.5985102951388852,1986.3,9.271799999999999,33,Z2,33-Z2,22,7,0.2729666201287539,0.3608996537792311,29,0.8,all,chi,0.24775244549967568,0.15731009644110155
25-1081.00,"Education Teachers, Postsecondary",Educational Instruction and Library,-0.23798758,-0.12547673,5.890496743956476,0.5896437605324412,3.626943183044847,0.5869207726498645,-0.518188175224728,-0.28135525477962064,-0.5191381583242565,-0.27380936057705046,0.007605457724934896,0.002722987882576522,0.647865055925143,0.589643760532441,1664.45,10.6852,33,Z2,33-Z2,18,6,0.28426210111224576,0.38677475414831586,24,0.8,all,chi,0.26322557829267956,0.15872623381223236
25-1082.00,"Library Science Teachers, Postsecondary",Educational Instruction and Library,-0.23225476,-0.12729684,5.892157759042595,0.5764043510981507,3.6431564285785405,0.5776763313346186,-0.507009317920981,-0.2741961478689693,-0.5065249632760448,-0.2777452166328441,0.003581967128936752,-0.0012719802364680177,0.626065486540992,0.5764043510981506,1933.06,10.243724372437242,33,Z2,33-Z2,22,3,0.28589792982962464,0.3907430740432914,25,0.8,all,chi,0.25526954142000674,0.14881548763808883
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Educational Instruction and Library,-0.23617245,-0.15399916,5.810408236730849,0.6096476482271033,3.7194897725856597,0.6150799769216718,-0.5107776945892539,-0.3328308905419153,-0.5151991253957316,-0.33599589164368887,0.005437488606948825,-0.005432328694568778,0.6459088003146605,0.609647648227103,1552.3,7.905190519051905,33,Z2,33-Z2,17,6,0.28905077885670843,0.3646861630599839,23,0.8,all,chi,0.2534517462147511,0.17209119766060368
25-1112.00,"Law Teachers, Postsecondary",Educational Instruction and Library,-0.2388822,-0.13794822,5.8493348331088715,0.6002442863703469,3.6653540253709247,0.6018069111674219,-0.515271275966372,-0.3078777606197524,-0.5211311406016148,-0.3009881934962453,0.009044564593869599,-0.0015626247970752516,0.6507080879196746,0.6002442863703467,1505.57,9.96970302969703,33,Z2,33-Z2,17,6,0.2871289042255372,0.37867551329684207,23,0.8,all,chi,0.25327457419002514,0.1645809726138399
25-1113.00,"Social Work Teachers, Postsecondary",Educational Instruction and Library,-0.24256094,-0.14868373,5.841633789618526,0.6145510883693558,3.6915496791781903,0.6206721946169605,-0.525109637453071,-0.3192693359373301,-0.5291522072309838,-0.324394689773449,0.006527757835176797,-0.006121106247604979,0.6469138185204967,0.6145510883693556,1871.8,10.123012301230125,33,Z2,33-Z2,20,4,0.2879180419516691,0.3807781243911155,24,0.8,all,chi,0.24521236074242003,0.16485806182110194
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Educational Instruction and Library,-0.22431481,-0.15650924,5.780926729096703,0.5914642775050644,3.750926550026646,0.5965839818912287,-0.4858095711275331,-0.33737079329051295,-0.48921641965667717,-0.3414377574134061,0.005305357111206672,-0.005119704386164492,0.6240721929921454,0.5914642775050643,1849.59,8.638263826382637,33,Z2,33-Z2,20,8,0.3035727939112773,0.4243165426789032,28,0.8,all,chi,0.24463452179794876,0.18996592891989392
25-1122.00,"Communications Teachers, Postsecondary",Educational Instruction and Library,-0.24020611,-0.14700635,5.832854194010468,0.6087706051072804,3.690907964448092,0.6144550849908389,-0.5173737408143034,-0.32082091882933395,-0.5240578049771458,-0.32080908421307963,0.00668407463985374,-0.005684479883558691,0.658715772757819,0.6087706051072802,1565.47,8.962796279627963,33,Z2,33-Z2,17,5,0.29128700556886633,0.3818139302657563,22,0.8,all,chi,0.2632568689668368,0.17156954655349377
25-1123.00,"English Language and Literature Teachers, Postsecondary",Educational Instruction and Library,-0.22194837,-0.1447596,5.811630784637737,0.5799754323591326,3.7195715268577882,0.5779399780857131,-0.48630432131423385,-0.3160373541391349,-0.48406435898833505,-0.315747232176193,0.0022586726134672997,0.002035454273419335,0.6243118710558745,0.5799754323591324,2099.92,9.104210421042104,33,Z2,33-Z2,23,10,0.2683636797426141,0.36229910489209005,33,0.8,all,chi,0.2382768980322325,0.16514120934009296
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Educational Instruction and Library,-0.236569,-0.14414887,5.833220845940229,0.6020654855556387,3.6889408651078264,0.6043264105573515,-0.5117915839755519,-0.31709970587993674,-0.5160389021294631,-0.31450637829168254,0.004976450490112822,-0.0022609250017129323,0.6430325014705226,0.6020654855556385,1818.53,10.0278,33,Z2,33-Z2,20,4,0.24631800132178583,0.33652604877557407,24,0.8,all,chi,0.22053411595951591,0.12369333278272286
25-1125.00,"History Teachers, Postsecondary",Educational Instruction and Library,-0.22969504,-0.11825572,5.908366790666977,0.5642722551840424,3.61723435019192,0.563496399587233,-0.5006233575617234,-0.26034483254735785,-0.5009477729396365,-0.2580300779649398,0.0023373776148179017,0.0007758555968092606,0.6248410527736015,0.5642722551840422,1906.93,10.0892,33,Z2,33-Z2,20,5,0.28805382831329973,0.4006003540567315,25,0.8,all,chi,0.24352644151806457,0.1339558672568457
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Educational Instruction and Library,-0.2373348,-0.14433084,5.8423007032180205,0.6022155141130281,3.688085055258676,0.6059795359130422,-0.5147779130371569,-0.3125175606066446,-0.5177202228062799,-0.314923750839472,0.0038009128132635095,-0.003764021800014339,0.6469443224330877,0.6022155141130279,1879.49,10.720772077207721,33,Z2,33-Z2,21,1,0.26793948508186083,0.3439794237695504,22,0.8,all,chi,0.26227124772226196,0.1320092136179407
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Educational Instruction and Library,-0.23442481,-0.15539603,5.8060196640279615,0.6110541446312548,3.727071537950301,0.6135676729845009,-0.5104871439398075,-0.3358422896884974,-0.5113764742077955,-0.3390566191042719,0.0033350894918536644,-0.0025135283532461417,0.6484625313062091,0.6110541446312547,1581.06,9.1935,33,Z2,33-Z2,17,6,0.2954802772244851,0.3645126789003861,23,0.8,all,chi,0.2712101325967216,0.17557860718008886
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Educational Instruction and Library,-0.23412602,-0.12902495,5.8753015356915945,0.5870402899804743,3.6454062942178878,0.5831460743766574,-0.5115844351754166,-0.2879195508238527,-0.5106889079844309,-0.28152474726491716,0.006457203845873932,0.003894215603816642,0.64230686070558,0.5870402899804741,1706.99,10.124,33,Z2,33-Z2,19,4,0.2838424173189304,0.3901260972730311,23,0.8,all,chi,0.26149265730486654,0.16481096435144257
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Educational Instruction and Library,-0.17591028,-0.07162132,6.003672274307808,0.41597903955808874,3.528031658916397,0.4139323217013476,-0.38564635359725724,-0.15593412490153996,-0.38340772775649595,-0.1560079525077763,0.0022398428896614093,0.0020467178567410427,0.4883478905107241,0.4159790395580886,1719.17,5.2514748525147485,34,Z2,34-Z2,19,1,0.25523780542240443,0.3630504392392031,20,0.8,all,chi,0.2302362791442057,0.1424774411414098
25-2011.00,"Preschool Teachers, Except Special Education",Educational Instruction and Library,-0.19134697,-0.13951515,5.752134433743196,0.5164646406767548,3.7714808422913433,0.5162238685272953,-0.4155507005526233,-0.30668117050055976,-0.41715708884563824,-0.30408394509266445,0.0030538603712927793,0.00024077214945938952,0.5662277442643063,0.5164646406767547,2939.05,4.500650065006501,32,Z2,32-Z2,32,2,0.23809871064687319,0.36677446562181726,34,0.8,all,chi,0.1869443547887628,0.12864621161148895
25-2012.00,"Kindergarten Teachers, Except Special Education",Educational Instruction and Library,-0.19079739,-0.13283107,5.783213187422561,0.5068311602518214,3.7496147129594233,0.5067216161083279,-0.4169545915102534,-0.2881435295486004,-0.41590672058589717,-0.28946225315733326,0.0016843590562408486,0.0001095441434934008,0.5514854919266107,0.5068311602518213,3537.29,6.3814,33,Z2,33-Z2,36,1,0.22988630438902666,0.339086246183834,37,0.8,all,chi,0.20376723406112998,0.1249892559855164
25-2021.00,"Elementary School Teachers, Except Special Education",Educational Instruction and Library,-0.1997727,-0.14856417,5.748651380093686,0.5419033378070904,3.7809521953035476,0.5427942273908658,-0.43489539283108697,-0.3233036108996618,-0.435580465155858,-0.3238753335211764,0.0008922952684614869,-0.0008908895837754782,0.5821936850558442,0.5419033378070903,3481.66,6.436599999999999,32,Z2,32-Z2,36,2,0.22207664238511998,0.3556369867937596,38,0.8,all,chi,0.17832246774926291,0.12260736676214931
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Educational Instruction and Library,-0.20267113,-0.1512996,5.749735807241695,0.5523016829371977,3.782829424294499,0.5514848701443253,-0.4435974755215008,-0.3290264862989183,-0.44193601335848565,-0.3298910761068141,0.0018729581028545097,0.0008168127928722679,0.5933337779259771,0.5523016829371976,3078.83,5.7776,32,Z2,32-Z2,33,2,0.22228757096078855,0.3455028490705419,35,0.8,all,chi,0.1939656874694229,0.12441654392425255
25-2023.00,"Career/Technical Education Teachers, Middle School",Educational Instruction and Library,-0.20426817,-0.15122895,5.75061255938483,0.5543375031075891,3.778798180906046,0.5541659270583517,-0.44552197171753005,-0.32984881395645577,-0.4454172202937955,-0.32970194809583825,0.00018039523771247896,0.00017157604923734304,0.5916226694633039,0.554337503107589,3063.37,6.5165999999999995,32,Z2,32-Z2,31,0,0.21899805830294009,0.3390435422446962,31,0.8,all,chi,0.18010429341185397,0.12466681856587115
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Educational Instruction and Library,-0.21366523,-0.13432431,5.827169920065389,0.5544647971232436,3.7027170025564855,0.550254361365439,-0.4695524948067173,-0.29487567866765024,-0.46587689224059525,-0.29281151527549587,0.0042155456033108165,0.004210435757804443,0.583784609976482,0.5544647971232435,2866.76,6.341065893410659,33,Z2,33-Z2,30,2,0.22806732183484582,0.3307672884592906,32,0.8,all,chi,0.20656807565171748,0.13180395495196542
25-2032.00,"Career/Technical Education Teachers, Secondary School",Educational Instruction and Library,-0.20122288,-0.13870957,5.789176409027413,0.5358319631511167,3.7448953799608677,0.5327675067322856,-0.4426214047571741,-0.30199699466247254,-0.4387160647990233,-0.30227376782809834,0.003915135192294097,0.0030644564188310186,0.570036518793444,0.5358319631511166,3094.96,5.754224577542246,33,Z2,33-Z2,32,1,0.23594771746194335,0.33646377115615805,33,0.8,all,chi,0.24708245804367812,0.11568996365088209
25-2051.00,"Special Education Teachers, Preschool",Educational Instruction and Library,-0.17829311,-0.10482631,5.86935468664658,0.45603186408610397,3.672802146410319,0.4505800103006792,-0.3960781954754566,-0.22602460956885348,-0.3884878322644544,-0.22825325816957207,0.007910783037122216,0.005451853785424621,0.5122830557056862,0.4560318640861038,3013.06,7.0575,33,Z2,33-Z2,34,2,0.2440452531480972,0.3531725242575951,36,0.8,all,chi,0.24315833588194202,0.12639090598665279
25-2056.00,"Special Education Teachers, Elementary School",Educational Instruction and Library,-0.19428395,-0.091465205,5.953752433788321,0.46953853104731563,3.58140839876628,0.46784321825494807,-0.42597526713136574,-0.1975133006418363,-0.4233186396481596,-0.19919489499878903,0.003144110234368631,0.0016953127923673983,0.5149200096226055,0.46953853104731547,2807.43,6.343965603439656,34,Z2,34-Z2,30,0,0.2216985475347451,0.31695743183684727,30,0.8,all,chi,0.20318361115156844,0.12113960333292904
25-2057.00,"Special Education Teachers, Middle School",Educational Instruction and Library,-0.20272525,-0.12586565,5.840466294659769,0.5225929026901662,3.6972197634364488,0.5201401110799555,-0.4462177251161061,-0.27201669752855334,-0.4418953415023027,-0.2743615175508981,0.00491743642989565,0.002452791610210503,0.5631375595153957,0.522592902690166,3204.03,6.353599999999999,33,Z2,33-Z2,35,5,0.23090820169319431,0.33177687484074725,40,0.8,all,chi,0.22026231094493226,0.11789083665932892
25-2058.00,"Special Education Teachers, Secondary School",Educational Instruction and Library,-0.21509969,-0.1117854,5.91159535542178,0.5329865465575448,3.6208007528437784,0.5283865521070635,-0.4736580917936071,-0.24438222294139283,-0.46886926413272256,-0.2436266849079341,0.004848062302163132,0.004599994450481204,0.5626759551801328,0.5329865465575447,3051.75,6.998200000000001,33,Z2,33-Z2,33,7,0.2339918207806404,0.3050001761476784,40,0.8,all,chi,0.22497953239885532,0.12413682627230464
25-2059.01,Adapted Physical Education Specialists,Educational Instruction and Library,-0.18200947,-0.05276671,6.105824236636636,0.41173375270147505,3.423520896721619,0.41260077799858574,-0.39545978648767605,-0.11461343893610805,-0.3963116174395701,-0.11478895368226887,0.0008697248971511844,-0.0008670252971108017,0.4636695158817852,0.41173375270147494,1928.6,6.9047,34,Z2,34-Z2,20,0,0.19493788923541547,0.3176460237944886,20,0.8,all,chi,0.16155999929947826,0.13939404712986253
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Educational Instruction and Library,-0.20894031,-0.12529504,5.847387488994205,0.5286959976098144,3.6817408771852187,0.5310897518529676,-0.4533227131844297,-0.2720624479779305,-0.4554798129418747,-0.2731198720812559,0.0024023374238151306,-0.0023937542431532455,0.5676509328799505,0.5286959976098143,2592.54,5.934106589341066,33,Z2,33-Z2,29,8,0.20974188748389172,0.30469650438469775,37,0.8,all,chi,0.17264521336826213,0.12082959232559241
25-3021.00,Self-Enrichment Teachers,Educational Instruction and Library,-0.20228979,-0.11059828,5.896538806894421,0.4965465150973033,3.641923493995506,0.5024644470498796,-0.4377964465218889,-0.23429193982739385,-0.4408743150058948,-0.24104016038250609,0.007416990971093053,-0.0059179319525764496,0.5460321110177444,0.49654651509730313,1718.78,5.5111511151115105,33,Z2,33-Z2,20,10,0.213829770999754,0.3293002798552585,30,0.8,all,chi,0.20810294459135203,0.133170124767657
25-3031.00,"Substitute Teachers, Short-Term",Educational Instruction and Library,-0.1634939,-0.19520944,5.493609603575448,0.5532650291572583,4.0150462932581785,0.5552417399834888,-0.34637588007271847,-0.4314231590819291,-0.35656680082733266,-0.4256213180371179,0.011726731229804924,-0.001976710826230632,0.5874393330916062,0.5532650291572582,1187.29,5.136813681368137,31,Z2,31-Z2,13,5,0.18511258883233364,0.25898915928912347,18,0.8,all,chi,0.16580121808631273,0.12218039068666878
25-3041.00,Tutors,Educational Instruction and Library,-0.20985167,-0.09748626,5.943445320264296,0.5047610813127084,3.576524086234859,0.5041410348679747,-0.45571711531611764,-0.21703838373875417,-0.4572049676942739,-0.21241892701317944,0.00485315208278525,0.0006200464447334575,0.5252462314985265,0.5047610813127081,1504.54,4.909299999999999,34,Z2,34-Z2,16,3,0.16619003654747758,0.21543749736844417,19,0.8,all,chi,0.16082877336454604,0.08296043639337182
