ability,theta_rad,theta_deg,intensity_norm01
Gross Body Coordination,5.480333851262195,314.0,0.17802944651724534
Gross Body Coordination,5.489060497522167,314.50000000000006,0.179491637979734
Gross Body Coordination,5.497787143782138,315.0,0.1809767001089555
Gross Body Coordination,5.50651379004211,315.5,0.18248242344487664
Gross Body Coordination,5.515240436302081,316.0,0.18400648045741672
Gross Body Coordination,5.523967082562053,316.5,0.18554642829973658
Gross Body Coordination,5.532693728822025,317.0,0.18709971206760534
Gross Body Coordination,5.541420375081996,317.5,0.1886636685904896
Gross Body Coordination,5.550147021341968,318.0,0.19023553078058683
Gross Body Coordination,5.558873667601939,318.5,0.19181243256586553
Gross Body Coordination,5.567600313861911,319.0,0.19339141443221597
Gross Body Coordination,5.576326960121883,319.5,0.19496942959798413
Gross Body Coordination,5.585053606381854,320.0,0.19654335084145516
Gross Body Coordination,5.593780252641826,320.5,0.19810997799822028
Gross Body Coordination,5.602506898901797,321.0,0.1996660461408328
Gross Body Coordination,5.611233545161769,321.5,0.201208234447751
Gross Body Coordination,5.619960191421741,322.0,0.2027331757623068
Gross Body Coordination,5.6286868376817125,322.5,0.20423746683542182
Gross Body Coordination,5.6374134839416845,323.0,0.2057176792380691
Gross Body Coordination,5.6461401302016565,323.50000000000006,0.20717037092116475
Gross Body Coordination,5.654866776461628,324.0,0.20859209839178933
Gross Body Coordination,5.6635934227216,324.5,0.20997942946549394
Gross Body Coordination,5.672320068981571,325.0,0.2113289565451018
Gross Body Coordination,5.681046715241543,325.5,0.2126373103670183
Gross Body Coordination,5.689773361501515,326.0,0.21390117414675694
Gross Body Coordination,5.698500007761486,326.5,0.21511729804636032
Gross Body Coordination,5.707226654021458,327.0,0.21628251387778036
Gross Body Coordination,5.715953300281429,327.5,0.2173937499482629
Gross Body Coordination,5.724679946541401,328.0,0.21844804594650488
Gross Body Coordination,5.733406592801373,328.5,0.21944256776195592
Gross Body Coordination,5.742133239061344,329.0,0.22037462212428352
Gross Body Coordination,5.750859885321316,329.5,0.22124167094579952
Gross Body Coordination,5.759586531581287,330.0,0.22204134524669614
Gross Body Coordination,5.768313177841259,330.5,0.22277145854132993
Gross Body Coordination,5.777039824101231,331.0,0.22343001956359967
Gross Body Coordination,5.785766470361202,331.5,0.22401524421074256
Gross Body Coordination,5.794493116621174,332.0,0.22452556658763287
Gross Body Coordination,5.803219762881146,332.50000000000006,0.22495964903793514
Gross Body Coordination,5.811946409141117,333.0,0.2253163910541988
Gross Body Coordination,5.820673055401089,333.5,0.2255949369661538
Gross Body Coordination,5.82939970166106,334.0,0.22579468231500668
Gross Body Coordination,5.838126347921032,334.5,0.2259152788313635
Gross Body Coordination,5.846852994181004,335.0,0.22595663794540322
Gross Body Coordination,5.8555796404409755,335.5,0.22591893276998135
Gross Body Coordination,5.8643062867009474,336.0,0.22580259851030787
Gross Body Coordination,5.8730329329609186,336.5,0.2256083312675644
Gross Body Coordination,5.8817595792208905,337.0,0.22533708521813842
Gross Body Coordination,5.8904862254808625,337.5,0.22499006816487796
Gross Body Coordination,5.899212871740834,338.0,0.22456873547173012
Gross Body Coordination,5.907939518000806,338.5,0.2240747824081296
Gross Body Coordination,5.916666164260777,339.0,0.22351013494437796
Gross Body Coordination,5.925392810520749,339.5,0.22287693905379338
Gross Body Coordination,5.934119456780721,340.0,0.2221775485914644
Gross Body Coordination,5.942846103040692,340.5,0.22141451183281252
Gross Body Coordination,5.951572749300664,341.0,0.2205905567677175
Gross Body Coordination,5.960299395560636,341.50000000000006,0.21970857525752607
Gross Body Coordination,5.969026041820607,342.0,0.21877160617271774
Gross Body Coordination,5.977752688080579,342.5,0.217782817638229
Gross Body Coordination,5.98647933434055,343.0,0.21674548852133446
Gross Body Coordination,5.995205980600522,343.5,0.21566298930346314
Gross Body Coordination,6.003932626860494,344.0,0.21453876248234882
Gross Body Coordination,6.012659273120465,344.5,0.2133763026544056
Gross Body Coordination,6.021385919380437,345.0,0.21217913642918726
Gross Body Coordination,6.030112565640408,345.5,0.21095080232821278
Gross Body Coordination,6.03883921190038,346.0,0.20969483081934745
Gross Body Coordination,6.047565858160352,346.5,0.20841472463535207
Gross Body Coordination,6.056292504420323,347.0,0.2071139395212057
Gross Body Coordination,6.065019150680295,347.5,0.2057958655494466
Gross Body Coordination,6.073745796940266,348.0,0.20446380913613862
Gross Body Coordination,6.082472443200238,348.5,0.2031209758822591
Gross Body Coordination,6.09119908946021,349.0,0.20177045435643978
Gross Body Coordination,6.0999257357201815,349.5,0.20041520092517184
Gross Body Coordination,6.1086523819801535,350.0,0.1990580257259673
Gross Body Coordination,6.1173790282401255,350.50000000000006,0.1977015798676645
Gross Body Coordination,6.126105674500097,351.0,0.196348343930216
Gross Body Coordination,6.134832320760069,351.5,0.195000617824061
Gross Body Coordination,6.14355896702004,352.0,0.19366051205667753
Gross Body Coordination,6.152285613280012,352.5,0.19232994044128066
Gross Body Coordination,6.161012259539984,353.0,0.19101061427003038
Gross Body Coordination,6.169738905799955,353.5,0.189704037961635
Gross Body Coordination,6.178465552059927,354.0,0.18841150618104122
Gross Body Coordination,6.187192198319898,354.5,0.1871341024170791
Gross Body Coordination,6.19591884457987,355.0,0.18587269899259723
Gross Body Coordination,6.204645490839842,355.5,0.18462795847087976
Gross Body Coordination,6.213372137099813,356.0,0.1834003364120562
Gross Body Coordination,6.222098783359785,356.5,0.18219008542388465
Gross Body Coordination,6.230825429619756,357.0,0.18099726044276876
Gross Body Coordination,6.239552075879728,357.5,0.17982172517319622
Gross Body Coordination,6.2482787221397,358.0,0.17866315960703033
Gross Body Coordination,6.257005368399671,358.5,0.17752106853823915
Gross Body Coordination,6.265732014659643,359.0,0.17639479098375405
Gross Body Coordination,6.274458660919615,359.50000000000006,0.1752835104172014
Gross Body Equilibrium,0.0,0.0,0.13429857489154653
Gross Body Equilibrium,0.008726646259971648,0.5,0.1335407413495808
Gross Body Equilibrium,0.017453292519943295,1.0,0.13280526020133615
Gross Body Equilibrium,0.026179938779914945,1.5000000000000002,0.13209065214028182
Gross Body Equilibrium,0.03490658503988659,2.0,0.1313953412274034
Gross Body Equilibrium,0.04363323129985824,2.5,0.1307176668110023
Gross Body Equilibrium,0.05235987755982989,3.0000000000000004,0.13005589560752404
Gross Body Equilibrium,0.061086523819801536,3.5,0.12940823386205605
Gross Body Equilibrium,0.06981317007977318,4.0,0.12877283950927895
Gross Body Equilibrium,0.07853981633974483,4.5,0.12814783425830067
Gross Body Equilibrium,0.08726646259971647,5.0,0.12753131552789887
Gross Body Equilibrium,0.09599310885968812,5.5,0.12692136816223734
Gross Body Equilibrium,0.10471975511965978,6.000000000000001,0.12631607586101432
Gross Body Equilibrium,0.11344640137963143,6.5,0.12571353226223272
Gross Body Equilibrium,0.12217304763960307,7.0,0.12511185162030303
Gross Body Equilibrium,0.1308996938995747,7.499999999999999,0.12450917902693208
Gross Body Equilibrium,0.13962634015954636,8.0,0.12390370012720536
Gross Body Equilibrium,0.14835298641951802,8.5,0.12329365028836377
Gross Body Equilibrium,0.15707963267948966,9.0,0.12267732318397362
Gross Body Equilibrium,0.16580627893946132,9.5,0.12205307876146354
Gross Body Equilibrium,0.17453292519943295,10.0,0.12141935056628543
Gross Body Equilibrium,0.1832595714594046,10.5,0.12077465240123995
Gross Body Equilibrium,0.19198621771937624,11.0,0.12011758430473457
Gross Body Equilibrium,0.2007128639793479,11.5,0.11944683783687875
Gross Body Equilibrium,0.20943951023931956,12.000000000000002,0.11876120066735169
Gross Body Equilibrium,0.2181661564992912,12.5,0.1180595604638442
Gross Body Equilibrium,0.22689280275926285,13.0,0.11734090808457476
Gross Body Equilibrium,0.23561944901923448,13.5,0.11660434008286992
Gross Body Equilibrium,0.24434609527920614,14.0,0.11584906053605129
Gross Body Equilibrium,0.2530727415391778,14.500000000000002,0.11507438221488517
Gross Body Equilibrium,0.2617993877991494,14.999999999999998,0.11427972711357609
Gross Body Equilibrium,0.27052603405912107,15.5,0.11346462636373074
Gross Body Equilibrium,0.2792526803190927,16.0,0.11262871955885542
Gross Body Equilibrium,0.2879793265790644,16.5,0.11177175351876215
Gross Body Equilibrium,0.29670597283903605,17.0,0.11089358052575178
Gross Body Equilibrium,0.30543261909900765,17.5,0.10999415606659088
Gross Body Equilibrium,0.3141592653589793,18.0,0.10907353611610887
Gross Body Equilibrium,0.32288591161895097,18.5,0.10813187399971136
Gross Body Equilibrium,0.33161255787892263,19.0,0.10716941687322604
Gross Body Equilibrium,0.34033920413889424,19.5,0.10618650185928549
Gross Body Equilibrium,0.3490658503988659,20.0,0.10518355187990186
Gross Body Equilibrium,0.35779249665883756,20.5,0.10416107122501507
Gross Body Equilibrium,0.3665191429188092,21.0,0.10311964089661334
Gross Body Equilibrium,0.3752457891787809,21.5,0.10205991376753808
Gross Body Equilibrium,0.3839724354387525,22.0,0.10098260959332149
Gross Body Equilibrium,0.39269908169872414,22.5,0.09988850991437412
Gross Body Equilibrium,0.4014257279586958,23.0,0.09877845288456473
Gross Body Equilibrium,0.41015237421866746,23.5,0.09765332806074284
Gross Body Equilibrium,0.4188790204786391,24.000000000000004,0.0965140711860602
Gross Body Equilibrium,0.4276056667386107,24.5,0.09536165899808428
Gross Body Equilibrium,0.4363323129985824,25.0,0.0941971040906875
Gross Body Equilibrium,0.44505895925855404,25.5,0.0930214498565635
Gross Body Equilibrium,0.4537856055185257,26.0,0.09183576553500143
Gross Body Equilibrium,0.4625122517784973,26.5,0.09064114138725841
Gross Body Equilibrium,0.47123889803846897,27.0,0.08943868401954244
Gross Body Equilibrium,0.4799655442984406,27.5,0.08822951187127476
Gross Body Equilibrium,0.4886921905584123,28.0,0.08701475088396851
Gross Body Equilibrium,0.49741883681838395,28.500000000000004,0.08579553036376147
Gross Body Equilibrium,0.5061454830783556,29.000000000000004,0.08457297904839896
Gross Body Equilibrium,0.5148721293383273,29.500000000000004,0.08334822138729296
Gross Body Equilibrium,0.5235987755982988,29.999999999999996,0.08212237404121218
Gross Body Equilibrium,0.5323254218582705,30.5,0.08089654260618888
Gross Body Equilibrium,0.5410520681182421,31.0,0.07967181856438818
Gross Body Equilibrium,0.5497787143782138,31.5,0.07844927646297269
Gross Body Equilibrium,0.5585053606381855,32.0,0.07722997132042939
Gross Body Equilibrium,0.5672320068981571,32.5,0.07601493625840225
Gross Body Equilibrium,0.5759586531581288,33.0,0.07480518035580863
Gross Body Equilibrium,0.5846852994181004,33.5,0.0736016867208977
Gross Body Equilibrium,0.5934119456780721,34.0,0.07240541077594838
Gross Body Equilibrium,0.6021385919380436,34.5,0.07121727874848789
Gross Body Equilibrium,0.6108652381980153,35.0,0.07003818636224472
Gross Body Equilibrium,0.619591884457987,35.5,0.06886899772051812
Gross Body Equilibrium,0.6283185307179586,36.0,0.06771054437424723
Gross Body Equilibrium,0.6370451769779303,36.5,0.0665636245667874
Gross Body Equilibrium,0.6457718232379019,37.0,0.06542900264723644
Gross Body Equilibrium,0.6544984694978736,37.5,0.06430740864409216
Gross Body Equilibrium,0.6632251157578453,38.0,0.06319953799105342
Gross Body Equilibrium,0.6719517620178169,38.5,0.062106051396886006
Gross Body Equilibrium,0.6806784082777885,39.0,0.061027574851454866
Gross Body Equilibrium,0.6894050545377601,39.5,0.059964699760260004
Gross Body Equilibrium,0.6981317007977318,40.0,0.05891798320009868
Gross Body Equilibrium,0.7068583470577035,40.5,0.057887948288794795
Gross Body Equilibrium,0.7155849933176751,41.0,0.0568750846622832
Gross Body Equilibrium,0.7243116395776468,41.5,0.055879849052699784
Gross Body Equilibrium,0.7330382858376184,42.0,0.05490266596149726
Gross Body Equilibrium,0.7417649320975901,42.5,0.05394392842197711
Gross Body Equilibrium,0.7504915783575618,43.0,0.05300399884598968
Gross Body Equilibrium,0.7592182246175333,43.5,0.05208320994989986
Gross Body Equilibrium,0.767944870877505,44.0,0.05118186575524197
Gross Body Equilibrium,0.7766715171374766,44.5,0.05030024265978432
Gross Body Equilibrium,0.7853981633974483,45.0,0.04943859057499036
Gross Body Equilibrium,0.7941248096574199,45.5,0.04859713412609161
Gross Body Equilibrium,0.8028514559173916,46.0,0.04777607391117762
Gross Body Equilibrium,0.8115781021773633,46.5,0.04697558781585001
Gross Body Equilibrium,0.8203047484373349,47.0,0.04619583238008714
Gross Body Equilibrium,0.8290313946973066,47.5,0.0454369442140112
Gross Body Equilibrium,0.8377580409572782,48.00000000000001,0.04469904145924522
Gross Body Equilibrium,0.8464846872172498,48.5,0.04398222529248856
Gross Body Equilibrium,0.8552113334772214,49.0,0.043286581467824596
Gross Body Equilibrium,0.8639379797371931,49.5,0.04261218189410514
Gross Body Equilibrium,0.8726646259971648,50.0,0.041959086243528454
Gross Body Equilibrium,0.8813912722571364,50.5,0.04132734358724604
Gross Body Equilibrium,0.8901179185171081,51.0,0.04071699405349599
Gross Body Equilibrium,0.8988445647770797,51.5,0.0401280705033693
Gross Body Equilibrium,0.9075712110370514,52.0,0.03956060021887539
Gross Body Equilibrium,0.9162978572970231,52.50000000000001,0.039014606597483986
Gross Body Equilibrium,0.9250245035569946,53.0,0.03849011084678962
Gross Body Equilibrium,0.9337511498169663,53.5,0.03798713367237717
Gross Body Equilibrium,0.9424777960769379,54.0,0.03750569695136714
Gross Body Equilibrium,0.9512044423369096,54.5,0.03704582538349806
Gross Body Equilibrium,0.9599310885968813,55.0,0.03660754811096691
Gross Body Equilibrium,0.9686577348568529,55.5,0.03619090029760759
Gross Body Equilibrium,0.9773843811168246,56.0,0.03579592465735389
Gross Body Equilibrium,0.9861110273767962,56.5,0.03542267292131717
Gross Body Equilibrium,0.9948376736367679,57.00000000000001,0.03507120723222546
Gross Body Equilibrium,1.0035643198967394,57.5,0.034741601454430796
Gross Body Equilibrium,1.0122909661567112,58.00000000000001,0.03443394238721206
Gross Body Equilibrium,1.0210176124166828,58.5,0.034148330868694184
Gross Body Equilibrium,1.0297442586766545,59.00000000000001,0.03388488275738737
Gross Body Equilibrium,1.038470904936626,59.5,0.03364372977813659
Gross Body Equilibrium,1.0471975511965976,59.99999999999999,0.033425020219175955
Gross Body Equilibrium,1.0559241974565694,60.5,0.033228919467020626
Gross Body Equilibrium,1.064650843716541,61.0,0.03305561036611083
Gross Body Equilibrium,1.0733774899765127,61.50000000000001,0.032905293390464274
Gross Body Equilibrium,1.0821041362364843,62.0,0.03277818661510245
Gross Body Equilibrium,1.090830782496456,62.50000000000001,0.032674525475703486
Gross Body Equilibrium,1.0995574287564276,63.0,0.03259456230580611
Gross Body Equilibrium,1.1082840750163994,63.50000000000001,0.03253856564195144
Gross Body Equilibrium,1.117010721276371,64.0,0.032506819288402614
Gross Body Equilibrium,1.1257373675363425,64.5,0.03249962113452821
Gross Body Equilibrium,1.1344640137963142,65.0,0.03251728171956997
Gross Body Equilibrium,1.1431906600562858,65.5,0.03256012254133242
Gross Body Equilibrium,1.1519173063162575,66.0,0.03262847410732322
Gross Body Equilibrium,1.160643952576229,66.5,0.032722673729024945
Gross Body Equilibrium,1.1693705988362009,67.0,0.032843063062278834
Gross Body Equilibrium,1.1780972450961724,67.5,0.03298998539918647
Gross Body Equilibrium,1.1868238913561442,68.0,0.033163782719469986
Gross Body Equilibrium,1.1955505376161157,68.5,0.033364792511846875
Gross Body Equilibrium,1.2042771838760873,69.0,0.03359334437864901
Gross Body Equilibrium,1.213003830136059,69.5,0.03384975643961497
Gross Body Equilibrium,1.2217304763960306,70.0,0.03413433155348275
Gross Body Equilibrium,1.2304571226560024,70.5,0.03444735337867155
Gross Body Equilibrium,1.239183768915974,71.0,0.03478908229693431
Gross Body Equilibrium,1.2479104151759457,71.5,0.03515975122635289
Gross Body Equilibrium,1.2566370614359172,72.0,0.03555956135239977
Gross Body Equilibrium,1.265363707695889,72.5,0.03598867780797086
Gross Body Equilibrium,1.2740903539558606,73.0,0.03644722533526764
Gross Body Equilibrium,1.2828170002158321,73.5,0.03693528396414397
Gross Body Equilibrium,1.2915436464758039,74.0,0.03745288474299853
Gross Body Equilibrium,1.3002702927357754,74.5,0.03800000555946375
Gross Body Equilibrium,1.3089969389957472,75.0,0.03857656708898615
Gross Body Equilibrium,1.3177235852557188,75.5,0.03918242890989115
Gross Body Equilibrium,1.3264502315156905,76.0,0.039817385823656716
Gross Body Equilibrium,1.335176877775662,76.5,0.04048116441886944
Gross Body Equilibrium,1.3439035240356338,77.0,0.04117341991669338
Gross Body Equilibrium,1.3526301702956054,77.5,0.04189373333463765
Gross Body Equilibrium,1.361356816555577,78.0,0.04264160900396422
Gross Body Equilibrium,1.3700834628155487,78.5,0.04341647247423254
Gross Body Equilibrium,1.3788101090755203,79.0,0.044217668836243625
Gross Body Equilibrium,1.387536755335492,79.5,0.04504446149203421
Gross Body Equilibrium,1.3962634015954636,80.0,0.04589603139760017
Gross Body Equilibrium,1.4049900478554354,80.5,0.04677147680072286
Gross Body Equilibrium,1.413716694115407,81.0,0.04766981349265664
Gross Body Equilibrium,1.4224433403753787,81.5,0.04858997558854717
Gross Body Equilibrium,1.4311699866353502,82.0,0.04953081684732205
Gross Body Equilibrium,1.4398966328953218,82.5,0.0504911125374698
Gross Body Equilibrium,1.4486232791552935,83.0,0.05146956185064357
Gross Body Equilibrium,1.457349925415265,83.5,0.05246479086043867
Gross Body Equilibrium,1.4660765716752369,84.0,0.053475356019049264
Gross Body Equilibrium,1.4748032179352084,84.5,0.05449974817985401
Gross Body Equilibrium,1.4835298641951802,85.0,0.05553639712937389
Gross Body Equilibrium,1.4922565104551517,85.5,0.05658367660752896
Gross Body Equilibrium,1.5009831567151235,86.0,0.057639909790756706
Gross Body Equilibrium,1.509709802975095,86.5,0.05870337520838219
Gross Body Equilibrium,1.5184364492350666,87.0,0.05977231305870903
Gross Body Equilibrium,1.5271630954950384,87.5,0.060844931887666584
Gross Body Equilibrium,1.53588974175501,88.0,0.06191941558955189
Gross Body Equilibrium,1.5446163880149817,88.5,0.0629939306864827
Gross Body Equilibrium,1.5533430342749532,89.0,0.06406663384066048
Gross Body Equilibrium,1.562069680534925,89.5,0.06513567955146866
Gross Body Equilibrium,1.5707963267948966,90.0,0.06619922798781552
Gross Body Equilibrium,1.5795229730548683,90.5,0.06725545290500128
Gross Body Equilibrium,1.5882496193148399,91.0,0.06830254959475009
Gross Body Equilibrium,1.5969762655748114,91.5,0.06933874281691278
Gross Body Equilibrium,1.6057029118347832,92.0,0.07036229466171175
Gross Body Equilibrium,1.6144295580947547,92.5,0.07137151229225898
Gross Body Equilibrium,1.6231562043547265,93.0,0.07236475551842408
Gross Body Equilibrium,1.631882850614698,93.5,0.07334044415493515
Gross Body Equilibrium,1.6406094968746698,94.0,0.07429706511884586
Gross Body Equilibrium,1.6493361431346414,94.5,0.07523317922415931
Gross Body Equilibrium,1.6580627893946132,95.0,0.07614742763443556
Gross Body Equilibrium,1.6667894356545847,95.5,0.07703853793757728
Gross Body Equilibrium,1.6755160819145565,96.00000000000001,0.07790532981065593
Gross Body Equilibrium,1.684242728174528,96.5,0.07874672024654716
Gross Body Equilibrium,1.6929693744344996,97.0,0.0795617283182554
Gross Body Equilibrium,1.7016960206944713,97.5,0.08034947946106087
Gross Body Equilibrium,1.710422666954443,98.0,0.08110920925697443
Gross Body Equilibrium,1.7191493132144147,98.5,0.08184026671037996
Gross Body Equilibrium,1.7278759594743862,99.0,0.08254211700812977
Gross Body Equilibrium,1.736602605734358,99.5,0.08321434376169115
Gross Body Equilibrium,1.7453292519943295,100.0,0.08385665073316396
Gross Body Equilibrium,1.7540558982543013,100.50000000000001,0.08446886305106714
Gross Body Equilibrium,1.7627825445142729,101.0,0.08505092792567377
Gross Body Equilibrium,1.7715091907742444,101.5,0.08560291487733199
Gross Body Equilibrium,1.7802358370342162,102.0,0.08612501549460107
Gross Body Equilibrium,1.7889624832941877,102.5,0.08661754274213755
Gross Body Equilibrium,1.7976891295541595,103.0,0.08708092984105877
Gross Body Equilibrium,1.806415775814131,103.5,0.08751572874697239
Gross Body Equilibrium,1.8151424220741028,104.0,0.08792260825298286
Gross Body Equilibrium,1.8238690683340744,104.5,0.08830235174675646
Gross Body Equilibrium,1.8325957145940461,105.00000000000001,0.08865585465215076
Gross Body Equilibrium,1.8413223608540177,105.5,0.0889841215869904
Gross Body Equilibrium,1.8500490071139892,106.0,0.08928826326931291
Gross Body Equilibrium,1.858775653373961,106.5,0.0895694932048223
Gross Body Equilibrium,1.8675022996339325,107.0,0.0898291241883995
Gross Body Equilibrium,1.8762289458939043,107.5,0.09006856465233923
Gross Body Equilibrium,1.8849555921538759,108.0,0.0902893148935422
Gross Body Equilibrium,1.8936822384138476,108.5,0.09049296321121061
Gross Body Equilibrium,1.9024088846738192,109.0,0.09068118198570085
Gross Body Equilibrium,1.911135530933791,109.50000000000001,0.09085572372810997
Gross Body Equilibrium,1.9198621771937625,110.0,0.09101841712893305
Gross Body Equilibrium,1.928588823453734,110.5,0.09117116313276183
Gross Body Equilibrium,1.9373154697137058,111.0,0.09131593106451653
Gross Body Equilibrium,1.9460421159736774,111.5,0.09145475483114535
Gross Body Equilibrium,1.9547687622336491,112.0,0.091589729221103
Gross Body Equilibrium,1.9634954084936207,112.5,0.09172300632225538
Gross Body Equilibrium,1.9722220547535925,113.0,0.09185679207716277
Gross Body Equilibrium,1.980948701013564,113.5,0.09199334299298281
Gross Body Equilibrium,1.9896753472735358,114.00000000000001,0.09213496302151705
Gross Body Equilibrium,1.9984019935335073,114.5,0.0922840006232016
Gross Body Equilibrium,2.007128639793479,115.0,0.09244284602712073
Gross Body Equilibrium,2.0158552860534504,115.49999999999999,0.09261392869739515
Gross Body Equilibrium,2.0245819323134224,116.00000000000001,0.09279971501456476
Gross Body Equilibrium,2.033308578573394,116.5,0.09300270617883799
Gross Body Equilibrium,2.0420352248333655,117.0,0.09322543634030854
Gross Body Equilibrium,2.050761871093337,117.5,0.09347047095943821
Gross Body Equilibrium,2.059488517353309,118.00000000000001,0.09374040539925288
Gross Body Equilibrium,2.0682151636132806,118.50000000000001,0.09403786374879451
Gross Body Equilibrium,2.076941809873252,119.0,0.09436549787539729
Gross Body Equilibrium,2.0856684561332237,119.5,0.0947259867013046
Gross Body Equilibrium,2.0943951023931953,119.99999999999999,0.09512203569800536
Gross Body Equilibrium,2.1031217486531673,120.50000000000001,0.09555637658943973
Gross Body Equilibrium,2.111848394913139,121.0,0.09603176725290088
Gross Body Equilibrium,2.1205750411731104,121.5,0.09655099180404449
Gross Body Equilibrium,2.129301687433082,122.0,0.0971168608499165
Gross Body Equilibrium,2.138028333693054,122.50000000000001,0.0977322118913322
Gross Body Equilibrium,2.1467549799530254,123.00000000000001,0.09839990985330344
Gross Body Equilibrium,2.155481626212997,123.5,0.09912284771953435
Gross Body Equilibrium,2.1642082724729685,124.0,0.09990394724431764
Gross Body Equilibrium,2.17293491873294,124.49999999999999,0.10074615971249398
Gross Body Equilibrium,2.181661564992912,125.00000000000001,0.10165246671552255
Gross Body Equilibrium,2.1903882112528836,125.5,0.10262588090919364
Gross Body Equilibrium,2.199114857512855,126.0,0.10366944671613941
Gross Body Equilibrium,2.2078415037728267,126.5,0.1047862409341134
Gross Body Equilibrium,2.2165681500327987,127.00000000000001,0.10597937320906854
Gross Body Equilibrium,2.2252947962927703,127.50000000000001,0.10725198633041777
Gross Body Equilibrium,2.234021442552742,128.0,0.10860725630456562
Gross Body Equilibrium,2.2427480888127134,128.5,0.11004839216190584
Gross Body Equilibrium,2.251474735072685,129.0,0.11157863545204687
Gross Body Equilibrium,2.260201381332657,129.5,0.11320125938209481
Gross Body Equilibrium,2.2689280275926285,130.0,0.11491956755344467
Gross Body Equilibrium,2.2776546738526,130.5,0.11673689225374362
Gross Body Equilibrium,2.2863813201125716,131.0,0.11865659226252508
Gross Body Equilibrium,2.2951079663725436,131.5,0.1206820501314998
Gross Body Equilibrium,2.303834612632515,132.0,0.1228166689036461
Gross Body Equilibrium,2.3125612588924866,132.5,0.1250638682390702
Gross Body Equilibrium,2.321287905152458,133.0,0.12742707992010716
Gross Body Equilibrium,2.3300145514124297,133.5,0.1299097427132931
Gross Body Equilibrium,2.3387411976724017,134.0,0.13251529657162625
Gross Body Equilibrium,2.3474678439323733,134.5,0.13524717616691118
Gross Body Equilibrium,2.356194490192345,135.0,0.13810880374890455
Gross Body Equilibrium,2.3649211364523164,135.5,0.1411035813353711
Gross Body Equilibrium,2.3736477827122884,136.0,0.14423488224496203
Gross Body Equilibrium,2.38237442897226,136.5,0.1475060419929386
Gross Body Equilibrium,2.3911010752322315,137.0,0.15092034857810288
Gross Body Equilibrium,2.399827721492203,137.5,0.1544810321977406
Gross Body Equilibrium,2.4085543677521746,138.0,0.15819125443583637
Gross Body Equilibrium,2.4172810140121466,138.5,0.16205409697815204
Gross Body Equilibrium,2.426007660272118,139.0,0.1660725499158471
Gross Body Equilibrium,2.4347343065320897,139.5,0.17024949970704456
Gross Body Equilibrium,2.443460952792061,140.0,0.17458771687296476
Gross Body Equilibrium,2.452187599052033,140.5,0.17908984351185558
Gross Body Equilibrium,2.4609142453120048,141.0,0.18375838071979844
Gross Body Equilibrium,2.4696408915719763,141.5,0.18859567601247096
Gross Body Equilibrium,2.478367537831948,142.0,0.1936039108459593
Gross Body Equilibrium,2.4870941840919194,142.5,0.1987850883376763
Gross Body Equilibrium,2.4958208303518914,143.0,0.20414102129023246
Gross Body Equilibrium,2.504547476611863,143.5,0.20967332062167532
Gross Body Equilibrium,2.5132741228718345,144.0,0.21538338430479728
Gross Body Equilibrium,2.522000769131806,144.5,0.2212723869161592
Gross Body Equilibrium,2.530727415391778,145.0,0.22734126989209416
Gross Body Equilibrium,2.5394540616517496,145.5,0.2335907325842032
Gross Body Equilibrium,2.548180707911721,146.0,0.2400212242007915
Gross Body Equilibrium,2.5569073541716927,146.5,0.24663293671331102
Gross Body Equilibrium,2.5656340004316642,147.0,0.25342579879828625
Gross Body Equilibrium,2.5743606466916362,147.5,0.2603994708754316
Gross Body Equilibrium,2.5830872929516078,148.0,0.26755334129185376
Gross Body Equilibrium,2.5918139392115793,148.5,0.2748865236904796
Gross Body Equilibrium,2.600540585471551,149.0,0.28239785558827274
Gross Body Equilibrium,2.609267231731523,149.5,0.2900858981765922
Gross Body Equilibrium,2.6179938779914944,150.0,0.29794893734231614
Gross Body Equilibrium,2.626720524251466,150.5,0.30598498589432654
Gross Body Equilibrium,2.6354471705114375,151.0,0.3141917869657577
Gross Body Equilibrium,2.644173816771409,151.5,0.32256681854830127
Gross Body Equilibrium,2.652900463031381,152.0,0.33110729910097275
Gross Body Equilibrium,2.6616271092913526,152.5,0.33981019416230235
Gross Body Equilibrium,2.670353755551324,153.0,0.3486722238821147
Gross Body Equilibrium,2.6790804018112957,153.5,0.3576898713770537
Gross Body Equilibrium,2.6878070480712677,154.0,0.36685939180303606
Gross Body Equilibrium,2.6965336943312392,154.5,0.37617682202797753
Gross Body Equilibrium,2.705260340591211,155.0,0.38563799077964683
Gross Body Equilibrium,2.7139869868511823,155.5,0.3952385291364505
Gross Body Equilibrium,2.722713633111154,156.0,0.4049738812235124
Gross Body Equilibrium,2.731440279371126,156.5,0.41483931497264553
Gross Body Equilibrium,2.7401669256310974,157.0,0.4248299328028155
Gross Body Equilibrium,2.748893571891069,157.5,0.4349406820775512
Gross Body Equilibrium,2.7576202181510405,158.0,0.4451663651974382
Gross Body Equilibrium,2.7663468644110125,158.5,0.4555016491894321
Gross Body Equilibrium,2.775073510670984,159.0,0.4659410746601593
Gross Body Equilibrium,2.7838001569309556,159.5,0.47647906398764633
Gross Body Equilibrium,2.792526803190927,160.0,0.48710992863493713
Gross Body Equilibrium,2.8012534494508987,160.5,0.4978278754797725
Gross Body Equilibrium,2.8099800957108707,161.0,0.508627012066768
Gross Body Equilibrium,2.8187067419708423,161.5,0.5195013507022335
